Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,HAMPTON INN NRT,8818 Spectrum Park Way,HAMPTON INN ONE; -,Bakersfield,CA,93308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.4397547,-119.0759297,2019-12-30,85428,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on an hourly rate. $2 per hour, minimum payment of $2, maximum payment of $8, maximum session time is 4 hours",,,,,,,,,,,,,,,,,,,,
ELEC,UNIT 1,370 Civic Dr,370 CIVIC DRIVE,Pleasant Hill,CA,94523,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.962325,-122.0716461,2019-12-30,85458,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$1 per hour, $0.3 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,CULVER HONDA,9055 Washington Blvd,"CULVERCPE200T; Culver City Honda
PARKINGLOTUNIT; Culver City Honda Parking Lot",Culver City,CA,90232,,888-758-4389,E,,Public,24 hours daily,,,,,,2,2,,ChargePoint Network,https://www.chargepoint.com,200-9,34.026249,-118.391266,2019-12-30,85459,2019-12-30 10:12:32 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $0.25 per additional hour, $0.28 per kWh, minimum payment of $1, maximum payment of $25",,,,,,,,,,,,,,,,,,,,
ELEC,CHP STOCKTON,3330 Ad Art Rd,STATION1; -,Stockton,CA,95215,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.9930736,-121.2503393,2019-12-30,85464,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,IRVINE  CO  OFC,5171 California Ave,"5171 CALIF 01; Near right side of entrance 
5171 CALIF 02; Front entrance right side
5171 CALIF 03; Right side of front entrance ",Irvine,CA,92617,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,https://www.chargepoint.com,200-9,33.640132,-117.855261,2019-12-30,85470,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,,
ELEC,ESSEX,107 South Mary Avenue,MAGNOLIA SQUARE; Near apartment 41.,Sunnyvale,CA,94086,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.3829959,-122.047375,2019-12-30,85472,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Pricing is based on an hourly rate. $1 per hour,,,,,,,,,,,,,,,,,,,,
ELEC,ESSEX,4492-4496 Hacienda Dr,HACIENDA LAKE 2; Near northeast corner of apartment complex,Pleasanton,CA,94588,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.6966419,-121.8935314,2019-12-30,85473,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Pricing is based on an hourly rate. $1 per hour,,,,,,,,,,,,,,,,,,,,
ELEC,ESSEX,1106 N Detroit St,"THE DYLAN 1; -
THE DYLAN 2; -
THE DYLAN 3; -",West Hollywood,CA,90046,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,https://www.chargepoint.com,200-8,34.091441,-118.344958,2019-12-30,85476,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Pricing is based on an hourly rate. $1 per hour,,,,,,,,,,,,,,,,,,,,
ELEC,City of Placentia - Civic Center,401 E Chapman Ave,,Placentia,CA,92870,,714-993-8245,E,,Private,City fleet vehicle use only,,,,,,10,,,Non-Networked,,200-9,33.871884,-117.862009,2019-11-08,85478,2019-11-08 19:38:10 UTC,LG,,,,,,,,J1772,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,AAA NCNU,900 Herndon Ave,"CLOVIS 1; AAA Location Handicapped
CLOVIS 2; AAA Non-Handicapped",Clovis,CA,93612,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,https://www.chargepoint.com,200-8,36.837156,-119.697582,2019-12-30,85485,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,ESSEX,19900-19918 Olivewood St,POINTE; -,Cupertino,CA,95014,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.3331249,-122.0216699,2019-12-30,85530,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Pricing is based on an hourly rate. $1 per hour,,,,,,,,,,,,,,,,,,,,
ELEC,8560 W SUNSET,8560 W. Sunset Blvd,STATION 1; Parking Rates Apply.,West Hollywood,CA,90069,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.0927098,-118.3783569,2019-12-30,85552,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.5 per hour for the first 3 hours, and $5 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,STATION,100 Long Beach Blvd,EDISON2; 3rd parking story,Long Beach,CA,90802,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.768432,-118.188654,2019-12-30,85562,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,CAC,22844 Virginia Blvd,"STATION 1
STATION 2",California City,CA,93505,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-9,35.151633,-117.852954,2019-12-30,85572,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,City of Kerman - Community Teen Center,15100 W Kearney Blvd,,Kerman,CA,93630,,559-891-2200 x3403,E,,Public,8am-5pm daily; maximum session time of 3 hours,,,,,,1,,,Non-Networked,,200-8,36.727657,-120.0617,2019-09-09,85577,2019-09-09 14:29:53 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,SOLAR,,,,,,,,,,,
ELEC,Kingsburg Branch Library,1399 Draper St,,Kingsburg,CA,93631,,559-891-2200 x3403,E,,Public,8am-5pm daily; maximum session time of 3 hours,,,,,,1,,,Non-Networked,,200-8,36.514767,-119.55285,2019-09-09,85578,2019-09-09 14:29:53 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,SOLAR,,,,,,,,,,,
ELEC,City of Mendota - City Hall,643 Quince St,,Mendota,CA,93640,,559-891-2200 x3403,E,,Public,8am-5pm daily; maximum session time of 3 hours,,,,,,1,,,Non-Networked,,200-8,36.753933,-120.382469,2019-09-09,85579,2019-09-09 14:29:53 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,SOLAR,,,,,,,,,,,
ELEC,City of San Joaquin - City Hall,21900 W Colorado Ave,,San Joaquin,CA,93660,,559-891-2200 x3403,E,,Public,8am-5pm daily; maximum session time of 3 hours,,,,,,1,,,Non-Networked,,200-8,36.605946,-120.186373,2019-09-09,85580,2019-09-09 14:29:53 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,SOLAR,,,,,,,,,,,
ELEC,City of Reedley - Administrative Services,845 G St,,Reedley,CA,93654,,559-891-2200 x3403,E,,Public,8am-5pm daily; maximum session time of 3 hours,,,,,,1,,,Non-Networked,,200-8,36.599016,-119.453595,2019-09-09,85581,2019-09-09 14:29:53 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,SOLAR,,,,,,,,,,,
ELEC,City of Selma,1710 Tucker St,,Selma,CA,93662,,559-891-2200 x3403,E,,Public,8am-5pm daily; maximum session time of 3 hours,,,,,,1,,,Non-Networked,,200-8,36.566656,-119.61008,2019-09-09,85582,2019-09-09 14:29:53 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,SOLAR,,,,,,,,,,,
ELEC,City of Orange Cove - City Hall,633 6th St,,Orange Cove,CA,93646,,559-891-2200 x3403,E,,Public,8am-5pm daily; maximum session time of 3 hours,,,,,,1,,,Non-Networked,,200-8,36.623959,-119.312389,2019-09-09,85583,2019-09-09 14:29:53 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,SOLAR,,,,,,,,,,,
ELEC,City of Sanger - City Hall,1700 7th St,,Sanger,CA,93657,,559-891-2200 x3403,E,,Public - Credit card at all times,24 hours daily; maximum session time of 3 hours,M V,,,,,3,,,EV Connect,https://www.evconnect.com,GPS,36.7062145,-119.5613431,2019-09-09,85584,2019-09-09 14:29:53 UTC,LG,,,,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,,,,,,,,,,,,,,,,SOLAR,,,,,,,,,,,
ELEC,City of Coalinga,245 N 6th St,,Coalinga,CA,93210,,559-891-2200 x3403,E,,Public,8am-5pm daily; maximum session time of 3 hours,,,,,,1,,,Non-Networked,,200-9,36.138693,-120.361843,2019-09-09,85585,2019-09-09 14:29:53 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,SOLAR,,,,,,,,,,,
ELEC,City of Parlier - City Hall,1100 E Parlier Ave,,Parlier,CA,93648,,559-891-2200 x3403,E,,Public,8am-5pm daily; maximum session time of 3 hours,,,,,,1,,,Non-Networked,,200-8,36.612177,-119.540641,2019-09-09,85586,2019-09-09 14:29:53 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,SOLAR,,,,,,,,,,,
ELEC,Fowler Branch Library,306 S 7th St,,Fowler,CA,93625,,559-891-2200 x3403,E,,Public,8am-5pm daily; maximum session time of 3 hours,,,,,,1,,,Non-Networked,,200-8,36.627738,-119.677688,2019-09-09,85587,2019-09-09 14:29:53 UTC,LG,,,,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,SOLAR,,,,,,,,,,,
ELEC,City of Coalinga,245 N 6th St,,Coalinga,CA,93210,,559-891-2200 x3403,E,,Private,For public transit and city vehicles only,,,,,,1,,,Non-Networked,,200-9,36.138693,-120.361843,2019-09-09,85590,2019-09-09 14:29:53 UTC,LG,,,,,,,,J1772,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,,,,,SOLAR,,,,,,,,,,,
ELEC,City of Kerman - Community Teen Center,15100 W Kearney Blvd,,Kerman,CA,93630,,559-891-2200 x3403,E,,Private,For public transit and city vehicles only,,,,,,1,,,Non-Networked,,200-8,36.727657,-120.0617,2019-09-09,85591,2019-09-09 14:29:53 UTC,LG,,,,,,,,J1772,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,,,,,SOLAR,,,,,,,,,,,
ELEC,City of Mendota - City Hall,643 Quince St,,Mendota,CA,93640,,559-891-2200 x3403,E,,Private,For public transit and city vehicles only,,,,,,1,,,Non-Networked,,200-8,36.753933,-120.382469,2019-09-09,85592,2019-09-09 14:29:53 UTC,LG,,,,,,,,J1772,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,,,,,SOLAR,,,,,,,,,,,
ELEC,City of Orange Cove - City Hall,633 6th St,,Orange Cove,CA,93646,,559-891-2200 x3403,E,,Private,For public transit and city vehicles only,,,,,,1,,,Non-Networked,,200-8,36.623959,-119.312389,2019-09-09,85593,2019-09-09 14:29:53 UTC,LG,,,,,,,,J1772,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,,,,,SOLAR,,,,,,,,,,,
ELEC,City of Parlier - City Hall,1100 E Parlier Ave,,Parlier,CA,93648,,559-891-2200 x3403,E,,Private,For public transit and city vehicles only,,,,,,1,,,Non-Networked,,200-8,36.612177,-119.540641,2019-09-09,85594,2019-09-09 14:29:53 UTC,LG,,,,,,,,J1772,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,,,,,SOLAR,,,,,,,,,,,
ELEC,City of Reedley - Administrative Services,845 G St,,Reedley,CA,93654,,559-891-2200 x3403,E,,Private,For public transit and city vehicles only,,,,,,1,,,Non-Networked,,200-8,36.599016,-119.453595,2019-09-09,85595,2019-09-09 14:29:53 UTC,LG,,,,,,,,J1772,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,,,,,SOLAR,,,,,,,,,,,
ELEC,City of San Joaquin - City Hall,21900 W Colorado Ave,,San Joaquin,CA,93660,,559-891-2200 x3403,E,,Private,For public transit and city vehicles only,,,,,,1,,,Non-Networked,,200-8,36.605946,-120.186373,2019-09-09,85596,2019-09-09 14:29:53 UTC,LG,,,,,,,,J1772,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,,,,,SOLAR,,,,,,,,,,,
ELEC,City of Sanger - City Hall,1700 7th St,,Sanger,CA,93657,,559-891-2200 x3403,E,,Private,For public transit and city vehicles only,,,,,,2,,,Non-Networked,,GPS,36.7062145,-119.5613431,2019-09-09,85597,2019-09-09 14:29:53 UTC,P,,,,,,,,J1772,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,,,,,SOLAR,,,,,,,,,,,
ELEC,City of Selma,1710 Tucker St,,Selma,CA,93662,,559-891-2200 x3403,E,,Private,For public transit and city vehicles only,,,,,,1,,,Non-Networked,,200-8,36.566656,-119.61008,2019-09-09,85598,2019-09-09 14:29:53 UTC,LG,,,,,,,,J1772,US,,,,Privé,,private,,,MUNI_GOV,,,,,,,,,,,,,,,,SOLAR,,,,,,,,,,,
ELEC,Fowler Branch Library,306 S 7th St,,Fowler,CA,93625,,559-891-2200 x3403,E,,Private,For public transit and city vehicles only,,,,,,1,,,Non-Networked,,200-8,36.627738,-119.677688,2019-09-09,85599,2019-09-09 14:29:53 UTC,LG,,,,,,,,J1772,US,,,,Privé,,private,,,LIBRARY,,,,,,,,,,,,,,,,SOLAR,,,,,,,,,,,
ELEC,Kingsburg Branch Library,1399 Draper St,,Kingsburg,CA,93631,,559-891-2200 x3403,E,,Private,For public transit and city vehicles only,,,,,,1,,,Non-Networked,,200-8,36.514767,-119.55285,2019-09-09,85600,2019-09-09 14:29:53 UTC,LG,,,,,,,,J1772,US,,,,Privé,,private,,,LIBRARY,,,,,,,,,,,,,,,,SOLAR,,,,,,,,,,,
ELEC,CHARGE ME,703 Oakville Cross Rd,B CELLARS,Napa,CA,94562,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.4514046,-122.3737555,2019-12-30,85608,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,CENTENNIAL,323-359 N 2nd St,"PORTERVILLE 1; Chargepoint station is located in city parking lot
PORTERVILLE 2; Chargepoint station is located in city parking lot 
PORTERVILLE 3; Chargepoint station is located in city parking lot ",Porterville,CA,93257,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,https://www.chargepoint.com,200-8,36.071417,-119.015319,2019-12-30,85609,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $2.5 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,ESSEX,1651 Belleville Way,BROOKSIDE OAKS; -,Sunnyvale,CA,94087,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.339571,-122.0611863,2019-12-30,85612,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Pricing is based on an hourly rate. $1 per hour,,,,,,,,,,,,,,,,,,,,
ELEC,RPPII MRP,7464 N Blackstone Ave,MKTPLCE RIV PK1; -,Fresno,CA,93720,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.8444466,-119.7880704,2019-12-30,85617,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 1 hour, and $1 per additional hour, $0.15 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,RPII SHOPS,7844 N Blackstone Ave,RIVER PARK N 1; -,Fresno,CA,93720,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.8498297,-119.790092,2019-12-30,85620,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 1 hour, and $1 per additional hour, $0.15 per kWh",,,,,,,,,,,,,,,,,,,,
ELEC,Ames Visitor Center,8 Clark Rd,,Moffett Field,CA,94035,,650-604-0698,E,,Public - Credit card at all times,24 hours daily,A D M V,,,,,,8,,Non-Networked,,GPS,37.409389,-122.063444,2019-12-12,85628,2019-12-12 21:27:03 UTC,FG,22,National Aeronautics and Space Administration,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,NASA,FED_GOV,,,,,,,$0.25 per minute; $0.20 per minute for NASA employees,,,,,,,,,,,,,,,,,,,,
ELEC,IRVINE  CO  OFC,690 N McCarthy Blvd,"MC 690 01; Stations are adjacent to the 690 Bldg.
MC 690 02; Stations are adjacent to the 690 Bldg.
MC 690 03; Stations are adjacent to the 690 Bldg.
MC 690 04; Stations are adjacent to the 690 Bldg.
MC 690 05; Stations are adjacent to the 690 Bldg.
MC 690 06; Stations are adjacent to the 690 Building.
MC 690 07; Stations are adjacent to the 690 Bldg.
MC 690 08; Stations are adjacent to  the 690 Bldg.",Milpitas,CA,95035,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,https://www.chargepoint.com,200-8,37.435411,-121.922907,2019-12-30,85646,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,,
ELEC,HUDSON 1740 TEC,1740 Technology Dr,"1740 2ND FL 1; 2nd floor
2ND FLOOR 2; Garage, 2nd floor",San Jose,CA,95112,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,https://www.chargepoint.com,200-9,37.367487,-121.917833,2019-12-30,85649,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $5 per additional hour, $0.35 per kWh, maximum payment of $25",,,,,,,,,,,,,,,,,,,,
ELEC,LAFAYETTE EV,3800 Mt Diablo Blvd,"RISA 1; Near suite 104-  Public Parking Lot
RISA 2 AND 3; Near suite 104",Lafayette,CA,94549,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,https://www.chargepoint.com,200-9,37.888324,-122.134871,2019-12-30,85664,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.39 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,EV CHARGE,1501 Mendocino Ave,"EMERITUS 1 EV
EMERITUS NGW 2; -
ZUMWALT 001 GW; NW Corner of First Floor
ZUMWALT 002 NGW; North End of First Floor station with dual charge ports. Charging is limited to 4 hours. And Parking space is only for charging vehicles. Vehicles found not charging will be fined.",Santa Rosa,CA,95401,,888-758-4389,E,,Public,24 hours daily,,,,,,7,,,ChargePoint Network,https://www.chargepoint.com,200-9,38.455299,-122.719761,2019-12-30,85665,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.5 per hour for the first 4 hours, and $2.5 per additional hour",,,,,,,,,,,,,,,,,,,,
ELEC,LAFAYETTE EV,3566 Mt. Diablo blvd,OAK HILL 1; Corner of Oak Hill Rd & Mt. Diablo Blvd,Lafayette,CA,94549,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.8920418,-122.1205779,2019-12-30,85667,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.39 per kWh,,,,,,,,,,,,,,,,,,,,
ELEC,LE MELANGE,637 S Fairfax Ave,LE MELANGE; Open to public. $0.25 per hr parking for the first 4 hrs. $0.22 kWh energy fee.  Located in loading dock at back of building. Unplugged vehicles will be cited and towed.,Los Angeles,CA,90036,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.0639392,-118.3618383,2019-12-30,85671,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0.25 per hour for the first 4 hours, and $1 per additional hour, $0.22 per kWh, minimum payment of $1",,,,,,,,,,,,,,,,,,,,
ELEC,FACEBOOK,1005 Hamilton Ave MPK 46,"MPK 46-1; -
MPK 46-2; -
MPK 46-3; -
MPK 46-5; -
MPK 46-6; -
MPK 46-7; -
MPK 46G-4; -",Menlo Park,CA,94025,,888-758-4389,E,,Public,24 hours daily,,,,,,14,,,ChargePoint Network,https://www.chargepoint.com,GPS,37.4789127,-122.1478881,2019-12-30,85692,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,G1A,2600 Shattuck Ave,"G1A; Chargepoint unit is in parking garage 
G1B; Chargepoint unit is in parking garage 
G1C; -
P1A; Chargepoint unit is in parking garage. 
P1B; Chargepoint In parking garage 
P1C; -",Berkeley,CA,94704,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,https://www.chargepoint.com,200-9,37.86162,-122.267672,2019-12-30,85694,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1 per hour,,,,,,,,,,,,,,,,,,,,
ELEC,City of Pasadena - Del Mar Station,198 S Raymond,,Pasadena,CA,91105,,626-744-7665,E,,Public,24 hours daily; pay lot,,,,,,4,2,,Non-Networked,,GPS,34.1449545,-118.1522347,2019-05-09,85750,2019-05-14 21:16:45 UTC,LG,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,"Level 2: Free; DC Fast: $0.08 per minute for first 30 minutes, $0.20 per minute thereafter",,,,,,,,,,,,,,,,,,,,
ELEC,Santa Barbara City College - Lot 1B,721 Cliff Dr,,Santa Barbara,CA,93109,,805-965-0581,E,,Public,Staff only 7am-10:30am; public use 10:30am-10pm,,,,,,2,,,Non-Networked,,200-9,34.406861,-119.697701,2019-05-09,85751,2019-05-14 21:16:45 UTC,P,,,,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,,,,,,,,,,,
ELEC,CFS,10152-10198 Meanley Dr,CFS CFSDBDPH; Behind building halfway,San Diego,CA,92131,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,32.9099908,-117.1073001,2019-12-30,85759,2019-12-30 10:12:32 UTC,,,,,,,,,CHADEMO,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $25 per additional hour, $0.49 per kWh, maximum payment of $50",,,,,,,,,,,,,,,,,,,,
ELEC,ACFP,231 Devlin Road,"ACFP_EV_01; North Side of Convenience Store
ACFP_EV_02; North Side of Convenience Store",Napa,CA,94558,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,https://www.chargepoint.com,200-8,38.23656,-122.264358,2019-12-30,85778,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.5 per hour,,,,,,,,,,,,,,,,,,,,
ELEC,IRVINE  CO  OFC,4 Coronado,"4 PARK PLAZA 01
4 PARK PLAZA 02",Irvine,CA,92614,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.6778084,-117.8369398,2019-12-30,85792,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,,
ELEC,IRVINE  CO  OFC,4 Park Plaza,"4 PARK PLAZA 03
4 PARK PLAZA 04
4 PARK PLAZA 05; Stations are in the 4 Park Plaza Parking Structure.",Irvine,CA,92614,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,https://www.chargepoint.com,200-9,33.678277,-117.837202,2019-12-30,85793,2019-12-30 10:12:32 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,,,,,,,,,,,,
